part,condition,model,acc_mean,acc_std,ece_mean,lat_mean,depth,n_seeds
corr,defocus_blur_s5,trades,0.26,0.03605551275463988,0.05905164112647374,0.001311041514078776,,3
corr,defocus_blur_s5,undefended,0.15333333333333335,0.040414518843273795,0.3349427702029546,0.0012868897120157877,,3
corr,defocus_blur_s5,undefended_vgg,0.13,0.0360555127546399,0.37190518329540895,0.005472618738810221,,3
corr,elastic_transform_s3,cardnet,0.45,,0.2951496826857329,0.9106605005264282,135.02999877929688,1
corr,elastic_transform_s3,pgd_at,0.48,,0.16804695591330523,0.0014763927459716796,,1
corr,elastic_transform_s3,rand_smooth,0.45,,0.147262841463089,0.023472158908843993,,1
corr,elastic_transform_s3,trades,0.41,,0.14861674100160602,0.0008150649070739746,,1
corr,elastic_transform_s3,undefended,0.18,,0.6788418054580689,0.0010372591018676758,,1
corr,elastic_transform_s3,undefended_vgg,0.15,,0.7209398677945138,0.0038602375984191895,,1
corr,elastic_transform_s5,cardnet,0.33666666666666667,0.015275252316519472,0.1899512684345245,0.8464432986577353,143.3933308919271,3
corr,elastic_transform_s5,pgd_at,0.34,0.01732050807568875,0.11056057050824165,0.0012427242596944174,,3
corr,elastic_transform_s5,rand_smooth,0.35000000000000003,0.040000000000000015,0.08100250542163849,0.018931055863698323,,3
corr,elastic_transform_s5,trades,0.3433333333333333,0.015275252316519447,0.11106885311504205,0.0007577061653137206,,3
corr,elastic_transform_s5,undefended,0.12666666666666668,0.005773502691896267,0.7537852241595586,0.0007576251029968261,,3
corr,elastic_transform_s5,undefended_vgg,0.15,0.009999999999999981,0.7112823003530502,0.003679522673288981,,3
corr,fog_s3,cardnet,0.24,,0.11071278259158135,0.895989716053009,132.67999267578125,1
corr,fog_s3,pgd_at,0.25,,0.05222116678953171,0.0015181469917297363,,1
corr,fog_s3,rand_smooth,0.27,,0.058923358023166665,0.0218035888671875,,1
corr,fog_s3,trades,0.18,,0.11385672777891159,0.0008597183227539063,,1
corr,fog_s3,undefended,0.23,,0.6193507072329522,0.0010111355781555176,,1
corr,fog_s3,undefended_vgg,0.33,,0.503167832493782,0.004110543727874756,,1
corr,fog_s5,cardnet,0.15666666666666668,0.015275252316519465,0.02920982005695502,0.8924795142809551,149.88666788736978,3
corr,fog_s5,pgd_at,0.15666666666666665,0.02081665999466132,0.07072728216648101,0.001373929182688395,,3
corr,fog_s5,rand_smooth,0.13333333333333333,0.02516611478423584,0.09529930760463079,0.019193742275238037,,3
corr,fog_s5,trades,0.14,0.01732050807568877,0.06175915067394575,0.0007713278134663899,,3
corr,fog_s5,undefended,0.13,0.02,0.701630243162314,0.0007604233423868815,,3
corr,fog_s5,undefended_vgg,0.12333333333333334,0.020816659994661334,0.7704863310853639,0.006013593673706055,,3
corr,frost_s3,cardnet,0.24,,0.08392828002572059,0.8759859895706177,122.5999984741211,1
corr,frost_s3,pgd_at,0.25,,0.14110110029578207,0.0014623880386352539,,1
corr,frost_s3,rand_smooth,0.19,,0.16884358391165735,0.022261910438537598,,1
corr,frost_s3,trades,0.13,,0.23470977798104284,0.0007845926284790039,,1
corr,frost_s3,undefended,0.54,,0.30831500589847566,0.0009675216674804687,,1
corr,frost_s3,undefended_vgg,0.64,,0.32787331849336626,0.0039135956764221195,,1
corr,frost_s5,cardnet,0.21333333333333335,0.05507570547286101,0.06272149781386056,0.7962256844838461,137.54667154947916,3
corr,frost_s5,pgd_at,0.22333333333333336,0.025166114784235825,0.14472977062066397,0.001377150217692057,,3
corr,frost_s5,rand_smooth,0.21333333333333335,0.03511884584284246,0.17193072840571402,0.020429484844207764,,3
corr,frost_s5,trades,0.12333333333333334,0.025166114784235836,0.2524748981992404,0.0008729163805643717,,3
