seed,condition,model,n,accuracy,ece,latency_s,mean_conf,part,mean_depth,p_accept,p_defer,p_flag,eot,bpda
1,near_cifar100,abl_single_teacher,240,0.0,0.15640501069525875,0.9906322201093039,0.1564050018787384,ood,134.8000030517578,0.5041666666666667,0.4083333333333333,0.0875,,
1,near_cifar100,abl_no_purify,240,0.0,0.1480916312895715,0.025570618112881978,0.1480916142463684,ood,0.0,0.3875,0.49166666666666664,0.12083333333333333,,
1,near_cifar100,abl_no_detect,240,0.0,0.3165812901531657,0.8483954966068268,0.31658127903938293,ood,100.0,1.0,0.0,0.0,,
1,far_mnist,undefended,240,0.0,0.8171652992566427,0.001011208693186442,0.8171653151512146,ood,,,,,,
1,far_mnist,undefended_vgg,240,0.0,0.8890831722567478,0.004702832301457723,0.889083206653595,ood,,,,,,
1,far_mnist,pgd_at,240,0.0,0.4729452156151334,0.001524077852567037,0.4729452133178711,ood,,,,,,
1,far_mnist,trades,240,0.0,0.28356718601038056,0.0009320626656214396,0.2835672199726105,ood,,,,,,
1,far_mnist,rand_smooth,240,0.0,0.3149740545699994,0.02199460764726003,0.3149740397930145,ood,,,,,,
1,far_mnist,cardnet,240,0.0,0.14676645460228124,1.0619939386844635,0.14676645398139954,ood,148.89999389648438,0.42916666666666664,0.5125,0.058333333333333334,,
1,far_fmnist,undefended,240,0.0,0.7503021417806546,0.001241488258043925,0.7503021359443665,ood,,,,,,
1,far_fmnist,undefended_vgg,240,0.0,0.8590989821900925,0.005882106224695842,0.8590989708900452,ood,,,,,,
1,far_fmnist,pgd_at,240,0.0,0.4516894207025568,0.0020037293434143066,0.4516894221305847,ood,,,,,,
1,far_fmnist,trades,240,0.0,0.365071623151501,0.00119171937306722,0.3650716245174408,ood,,,,,,
1,far_fmnist,rand_smooth,240,0.0,0.42481001652777195,0.024515732129414877,0.424809992313385,ood,,,,,,
1,far_fmnist,cardnet,240,0.0,0.17010918666298191,1.053757944703102,0.17010918259620667,ood,148.14166259765625,0.7375,0.22916666666666666,0.03333333333333333,,
